Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
FraudDetector.2,Amazon Fraud Detector labels should be tagged,"This control checks whether an Amazon Fraud Detector label has tags with the specific keys defined in the parameter requiredKeyTags. The control fails if the label doesn't have any tag keys or if it doesn't have all the keys specified in the parameter requiredKeyTags. If the parameter requiredKeyTags isn't provided, the control only checks for the existence of a tag key and fails if the label isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/FraudDetector.2/remediation,"Parameter: requiredKeyTags
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/frauddetector-controls.html#frauddetector-2,Identify > Inventory > Tagging,AWS::FraudDetector::Label,frauddetector-label-tagged,Change triggered,"To add tags to an Amazon Fraud Detector label (console)Open the Amazon Fraud Detector console at https://console.aws.amazon.com/frauddetector.In the navigation pane, choose Labels.Select a label from the list.In the labels tags section, choose Manage tags.Choose Add new tag. Enter the key and value for the tag. Repeat for additional key-value pairs.When you are finished adding tags, choose Save."
FraudDetector.3,Amazon Fraud Detector outcomes should be tagged,"This control checks whether an Amazon Fraud Detector outcome has tags with the specific keys defined in the parameter requiredKeyTags. The control fails if the outcome doesn't have any tag keys or if it doesn't have all the keys specified in the parameter requiredKeyTags. If the parameter requiredKeyTags isn't provided, the control only checks for the existence of a tag key and fails if the outcome isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/FraudDetector.3/remediation,"Parameter: requiredKeyTags
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/frauddetector-controls.html#frauddetector-3,Identify > Inventory > Tagging,AWS::FraudDetector::Outcome,frauddetector-outcome-tagged,Change triggered,"To add tags to an Amazon Fraud Detector outcome (console)Open the Amazon Fraud Detector console at https://console.aws.amazon.com/frauddetector.In the navigation pane, choose Outcomes.Select an outcome from the list.In the outcomes tags section, choose Manage tags.Choose Add new tag. Enter the key and value for the tag. Repeat for additional key-value pairs.When you are finished adding tags, choose Save."
FraudDetector.4,Amazon Fraud Detector variables should be tagged,"This control checks whether an Amazon Fraud Detector variable has tags with the specific keys defined in the parameter requiredKeyTags. The control fails if the variable doesn't have any tag keys or if it doesn't have all the keys specified in the parameter requiredKeyTags. If the parameter requiredKeyTags isn't provided, the control only checks for the existence of a tag key and fails if the variable isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/FraudDetector.4/remediation,"Parameter: requiredKeyTags
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/frauddetector-controls.html#frauddetector-4,Identify > Inventory > Tagging,AWS::FraudDetector::Variable,frauddetector-variable-tagged,Change triggered,"To add tags to an Amazon Fraud Detector variable (console)Open the Amazon Fraud Detector console at https://console.aws.amazon.com/frauddetector.In the navigation pane, choose Variables.Select a variable from the list.In the variables tags section, choose Manage tags.Choose Add new tag. Enter the key and value for the tag. Repeat for additional key-value pairs.When you are finished adding tags, choose Save."
GlobalAccelerator.1,Global Accelerator accelerators should be tagged,"This control checks whether an AWS Global Accelerator accelerator has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the accelerator doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the accelerator isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/GlobalAccelerator.1/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/globalaccelerator-controls.html#globalaccelerator-1,Identify > Inventory > Tagging,AWS::GlobalAccelerator::Accelerator,tagged-globalaccelerator-accelerator (custom Security Hub rule),Change triggered,"To add tags to an Global Accelerator global accelerator, see see Tagging in AWS Global Accelerator in the AWS Global Accelerator Developer Guide."
Glue.1,AWS Glue jobs should be tagged,"This control checks whether an AWS Glue job has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the job doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the job isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Glue.1/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/glue-controls.html#glue-1,Identify > Inventory > Tagging,AWS::Glue::Job,tagged-glue-job (custom Security Hub rule),Change triggered,"To add tags to a AWS Glue job, see AWS tags in AWS Glue in the AWS Glue User Guide."
Glue.3,AWS Glue machine learning transforms should be encrypted at rest,This control checks whether an AWS Glue machine learning transform is encrypted at rest. The control fails if the machine learning transform isn't encrypted at rest.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Glue.3/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/glue-controls.html#glue-3,Protect > Data Protection > Encryption of data-at-rest,AWS::Glue::MLTransform,glue-ml-transform-encrypted-at-rest,Change triggered,"To configure encryption for AWS Glue machine learning transforms, see Working with machine learning transforms in the AWS Glue User Guide."
Glue.4,AWS Glue Spark jobs should run on supported versions of AWS Glue,This control checks whether an AWS Glue for Spark job is configured to run on a supported version of AWS Glue. The control fails if the Spark job is configured to run on a version of AWS Glue that's earlier than the minimum supported version.,MEDIUM,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/Glue.4/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/glue-controls.html#glue-4,"Identify > Vulnerability, patch, and version management",AWS::Glue::Job,glue-spark-job-supported-version,Change triggered,"For information about migrating a Spark job to a supported version of AWS Glue, see Migrating AWS Glue for Spark jobs in the AWS Glue User Guide."
GuardDuty.1,GuardDuty should be enabled,This AWS control checks whether Amazon GuardDuty is enabled in your AWS account and region.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.1/remediation,,4,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-1,Detect > Detection services,AWS::::Account,guardduty-enabled-centralized,Periodic,"To enable GuardDuty, see Getting started with GuardDuty in the Amazon GuardDuty User Guide."
GuardDuty.2,GuardDuty filters should be tagged,"This control checks whether an Amazon GuardDuty filter has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the filter doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the filter isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.2/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-2,Identify > Inventory > Tagging,AWS::GuardDuty::Filter,tagged-guardduty-filter (custom Security Hub rule),Change triggered,"To add tags to a GuardDuty filter, see TagResource in the Amazon GuardDuty API Reference."
GuardDuty.3,GuardDuty IPSets should be tagged,"This control checks whether an Amazon GuardDuty IPSet has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the IPSet doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the IPSet isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.3/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-3,Identify > Inventory > Tagging,AWS::GuardDuty::IPSet,tagged-guardduty-ipset (custom Security Hub rule),Change triggered,"To add tags to a GuardDuty IPSet, see TagResource in the Amazon GuardDuty API Reference."
GuardDuty.4,GuardDuty detectors should be tagged,"This control checks whether an Amazon GuardDuty detector has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the detector doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the detector isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.4/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-4,Identify > Inventory > Tagging,AWS::GuardDuty::Detector,tagged-guardduty-detector (custom Security Hub rule),Change triggered,"To add tags to a GuardDuty detector, see TagResource in the Amazon GuardDuty API Reference."
GuardDuty.5,GuardDuty EKS Audit Log Monitoring should be enabled,"This control checks whether GuardDuty EKS Audit Log Monitoring is enabled. For a standalone account, the control fails if GuardDuty EKS Audit Log Monitoring is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have EKS Audit Log Monitoring enabled.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.5/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-5,Detect > Detection services,AWS::GuardDuty::Detector,guardduty-eks-protection-audit-enabled,Periodic,"To enable GuardDuty EKS Audit Log Monitoring, see EKS Audit Log Monitoring in the Amazon GuardDuty User Guide."
GuardDuty.6,GuardDuty Lambda Protection should be enabled,"This control checks whether GuardDuty Lambda Protection is enabled. For a standalone account, the control fails if GuardDuty Lambda Protection is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have Lambda Protection enabled.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.6/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-6,Detect > Detection services,AWS::GuardDuty::Detector,guardduty-lambda-protection-enabled,Periodic,"To enable GuardDuty Lambda Protection, see Configuring Lambda Protection in the Amazon GuardDuty User Guide."
GuardDuty.7,GuardDuty EKS Runtime Monitoring should be enabled,"This control checks whether GuardDuty EKS Runtime Monitoring with automated agent management is enabled. For a standalone account, the control fails if GuardDuty EKS Runtime Monitoring with automated agent management is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have EKS Runtime Monitoring with automated agent management enabled.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.7/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-7,Detect > Detection Services,AWS::GuardDuty::Detector,guardduty-eks-protection-runtime-enabled,Periodic,"To enable EKS Runtime Monitoring with automated agent management, see Enabling GuardDuty Runtime Monitoring in the Amazon GuardDuty User Guide."
GuardDuty.8,GuardDuty Malware Protection for EC2 should be enabled,"This control checks whether GuardDuty Malware Protection for EC2 is enabled. For a standalone account, the control fails if GuardDuty Malware Protection for EC2 is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have Malware Protection for EC2 enabled.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.8/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-8,Detect > Detection services,AWS::GuardDuty::Detector,guardduty-malware-protection-enabled,Periodic,"To enable GuardDuty Malware Protection for EC2, see Configuring GuardDuty-initiated malware scan in the Amazon GuardDuty User Guide."
GuardDuty.9,GuardDuty RDS Protection should be enabled,"This control checks whether GuardDuty RDS Protection is enabled. For a standalone account, the control fails if GuardDuty RDS Protection is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have RDS Protection enabled.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.9/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-9,Detect > Detection services,AWS::GuardDuty::Detector,guardduty-rds-protection-enabled,Periodic,"To enable GuardDuty RDS Protection, see GuardDuty RDS Protection in the Amazon GuardDuty User Guide."
GuardDuty.10,GuardDuty S3 Protection should be enabled,"This control checks whether GuardDuty S3 Protection is enabled. For a standalone account, the control fails if GuardDuty S3 Protection is disabled in the account. In a multi-account environment, the control fails if the delegated GuardDuty administrator account and all member accounts don't have S3 Protection enabled.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.10/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-10,Detect > Detection services,AWS::GuardDuty::Detector,guardduty-s3-protection-enabled,Periodic,"To enable GuardDuty S3 Protection, see Amazon S3 Protection in Amazon GuardDuty in the Amazon GuardDuty User Guide."
GuardDuty.11,GuardDuty Runtime Monitoring should be enabled,"This control checks whether Runtime Monitoring is enabled in Amazon GuardDuty. For a standalone account, the control fails if GuardDuty Runtime Monitoring is disabled for the account. In a multi-account environment, the control fails if GuardDuty Runtime Monitoring is disabled for the delegated GuardDuty administrator account and all member accounts.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.11/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-11,Detect > Detection Services,AWS::GuardDuty::Detector,guardduty-runtime-monitoring-enabled,Periodic,"For information about configuring and enabling GuardDuty Runtime Monitoring, see GuardDuty Runtime Monitoring and Enabling GuardDuty Runtime Monitoring in the Amazon GuardDuty User Guide."
GuardDuty.12,GuardDuty ECS Runtime Monitoring should be enabled,"This control checks whether the Amazon GuardDuty automated security agent is enabled for runtime monitoring of Amazon ECS clusters on AWS Fargate. For a standalone account, the control fails if the security agent is disabled for the account. In a multi-account environment, the control fails if the security agent is disabled for the delegated GuardDuty administrator account and all member accounts.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.12/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-12,Detect > Detection Services,AWS::GuardDuty::Detector,guardduty-ecs-protection-runtime-enabled,Periodic,"To enable and manage the security agent for GuardDuty Runtime Monitoring of ECS-Fargate resources, you must use GuardDuty directly. You can't enable or manage it manually for ECS-Fargate resources. For information about enabling and managing the security agent, see Prerequisites for AWS Fargate (Amazon ECS only) support and Managing the automated security agent for AWS Fargate (Amazon ECS only) in the Amazon GuardDuty User Guide."
GuardDuty.13,GuardDuty EC2 Runtime Monitoring should be enabled,"This control checks whether the Amazon GuardDuty automated security agent is enabled for runtime monitoring of Amazon EC2 instances. For a standalone account, the control fails if the security agent is disabled for the account. In a multi-account environment, the control fails if the security agent is disabled for the delegated GuardDuty administrator account and all member accounts.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/GuardDuty.13/remediation,,1,AWS Foundational Security Best Practices v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-13,Detect > Detection Services,AWS::GuardDuty::Detector,guardduty-ec2-protection-runtime-enabled,Periodic,"For information about configuring and managing the automated security agent for GuardDuty Runtime Monitoring of EC2 instances, see Prerequisites for Amazon EC2 instance support and Enabling the automated security agent for Amazon EC2 instances in the Amazon GuardDuty User Guide."
IAM.1,"IAM policies should not allow full ""*"" administrative privileges","This AWS control checks whether the default version of AWS Identity and Access Management (IAM) policies (also known as customer managed policies) do not have administrator access with a statement that has ""Effect"": ""Allow"" with ""Action"": ""*"" over ""Resource"": ""*"". It only checks for the Customer Managed Policies that you created, but not inline and AWS Managed Policies.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.1/remediation,,5,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-1,Protect > Secure access management,AWS::IAM::Policy,iam-policy-no-statements-with-admin-access,Change triggered,"To modify your IAM policies so that they do not allow full ""*"" administrative privileges, see Editing IAM policies in the IAM User Guide."
IAM.2,IAM users should not have IAM policies attached,"This AWS control checks that none of your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or roles.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.2/remediation,,5,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-2,Protect > Secure access management,AWS::IAM::User,iam-user-no-policies-check,Change triggered,"To resolve this issue, create an IAM group, and attach the policy to the group. Then, add the users to the group. The policy is applied to each user in the group. To remove a policy attached directly to a user, see Adding and removing IAM identity permissions in the IAM User Guide."
IAM.3,IAM users' access keys should be rotated every 90 days or less,This AWS control checks whether the active access keys are rotated within 90 days.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.3/remediation,,6,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-3,Protect > Secure access management,AWS::IAM::User,access-keys-rotated,Periodic,"To rotate access keys that are older than 90 days, see Rotating access keys in the IAM User Guide. Follow the instructions for any user with an Access key age greater than 90 days."
IAM.4,IAM root user access key should not exist,This AWS control checks whether the root user access key is available.,CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.4/remediation,,6,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-4,Protect > Secure access management,AWS::::Account,iam-root-access-key-check,Periodic,"To delete the root user access key, see Deleting access keys for the root user in the IAM User Guide. To delete the root user access keys from an AWS account in AWS GovCloud (US), see Deleting my AWS GovCloud (US) account root user access keys in the AWS GovCloud (US) User Guide."
IAM.5,MFA should be enabled for all IAM users that have a console password,This AWS control checks whether AWS Multi-Factor Authentication (MFA) is enabled for all AWS Identity and Access Management (IAM) users that use a console password.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.5/remediation,,6,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-5,Protect > Secure access management,AWS::IAM::User,mfa-enabled-for-iam-console-access,Periodic,"To add MFA for IAM users, see Using multi-factor authentication (MFA) in AWS in the IAM User Guide. We are offering a free MFA security key to eligible customers. See if you qualify, and order your free key."
IAM.6,Hardware MFA should be enabled for the root user,This AWS control checks whether your AWS account is enabled to use a hardware multi-factor authentication (MFA) device to sign in with root user credentials.,CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.6/remediation,,7,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-6,Protect > Secure access management,AWS::::Account,root-account-hardware-mfa-enabled,Periodic,"To add a hardware MFA device for the root user, see Enable a hardware MFA device for the AWS account root user (console) in the IAM User Guide. We are offering a free MFA security key to eligible customers. See if you qualify, and order your free key."
IAM.7,Password policies for IAM users should have strong configurations,"This control checks whether the account password policy for IAM users uses strong configurations. The control fails if the password policy doesn't use strong configurations. Unless you provide custom parameter values, Security Hub uses the default values mentioned in the preceding table. The 'PasswordReusePrevention' and 'MaxPasswordAge' parameters have no default value, so if you exclude these parameters, Security Hub ignores number of password rotations and password age when evaluating this control.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.7/remediation,"Parameter: RequireUppercaseCharacters
Description: Require at least one uppercase character in password
Type: Boolean
Default Value: True
Min: N/A
Max: N/A
---
Parameter: RequireLowercaseCharacters
Description: Require at least one lowercase character in password
Type: Boolean
Default Value: True
Min: N/A
Max: N/A
---
Parameter: RequireSymbols
Description: Require at least one symbol in password
Type: Boolean
Default Value: True
Min: N/A
Max: N/A
---
Parameter: RequireNumbers
Description: Require at least one number in password
Type: Boolean
Default Value: True
Min: N/A
Max: N/A
---
Parameter: PasswordReusePrevention
Description: Number of password rotations before an old password can be reused
Type: Integer
Default Value: N/A
Min: 12
Max: 24
---
Parameter: MinimumPasswordLength
Description: Minimum number of characters in the password
Type: Integer
Default Value: 8
Min: 8
Max: 128
---
Parameter: MaxPasswordAge
Description: Number of days before password expiration
Type: Integer
Default Value: N/A
Min: 1
Max: 90
---
",3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-7,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To update your password policy, see Setting an account password policy for IAM users in the IAM User Guide."
IAM.8,Unused IAM user credentials should be removed,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 90 days.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.8/remediation,,5,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.2.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-8,Protect > Secure access management,AWS::IAM::User,iam-user-unused-credentials-check,Periodic,"When you view user information in the IAM console, there are columns for Access key age, Password age, and Last activity. If the value in any of these columns is greater than 90 days, make the credentials for those users inactive. You can also use credential reports to monitor users and identify those with no activity for 90 or more days. You can download credential reports in .csv format from the IAM console. After you identify the inactive accounts or unused credentials, deactivate them. For instructions, see Creating, changing, or deleting an IAM user password (console) in the IAM User Guide."
IAM.9,MFA should be enabled for the root user,This AWS control checks whether users of your AWS account require a multi-factor authentication (MFA) device to sign in with root user credentials.,CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.9/remediation,,6,"CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-9,Protect > Secure access management,AWS::::Account,root-account-mfa-enabled,Periodic,"For information about enabling MFA for the root user of an AWS account, see Multi-factor authentication for the AWS account root user in the AWS Identity and Access Management User Guide."
IAM.10,Password policies for IAM users should have strong configurations,"This AWS control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations:

RequireUppercaseCharacters: Require at least one uppercase character in password. (Default = true)
RequireLowercaseCharacters: Require at least one lowercase character in password. (Default = true)
RequireNumbers: Require at least one number in password. (Default = true)
MinimumPasswordLength: Password minimum length. (Default = 7 or longer)
PasswordReusePrevention: Number of passwords before allowing reuse. (Default = 4)
MaxPasswordAge: Number of days before password expiration. (Default = 90)",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.10/remediation,,2,"PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-10,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To update your password policy to use the recommended configuration, see Setting an account password policy for IAM users in the IAM User Guide."
IAM.11,Ensure IAM password policy requires at least one uppercase letter,"Password policies are, in part, used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.11/remediation,,2,"CIS AWS Foundations Benchmark v1.2.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-11,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Password strength, select Require at least one uppercase letter from the Latin alphabet (A–Z)."
IAM.12,Ensure IAM password policy requires at least one lowercase letter,"Password policies are, in part, used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are comprised of different character sets. It is recommended that the password policy require at least one lowercase letter.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.12/remediation,,2,"CIS AWS Foundations Benchmark v1.2.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-12,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Password strength, select Require at least one lowercase letter from the Latin alphabet (A–Z)."
